qt_d1sbqsiftd,qt_e1sbqsiftd,qt_3iyhzvnitd,qt_xd6evd8dtd
,"ההסתדרות  1, חצור הגלילית",הפועלים,כספומטים 🟢
,"הירדן  5, טבריה",הפועלים,כספומטים 🟢
,"שהין סנטר  75, טייבה",הפועלים,כספומטים 🟢
,"אשדוד, הבושם 7",שופרסל,מרכולים 🟣
,"עכו, שפירא 28",שופרסל,מרכולים 🟣
,"קריית מוצקין, שד בן גוריון 1",שופרסל,מרכולים 🟣
,"רחובות, סירני 1",שופרסל,מרכולים 🟣
,"גבעתיים, סירקין 17",שופרסל,מרכולים 🟣
,"יקנעם עילית, שד יצחק רבין 9",שופרסל,מרכולים 🟣
,"ראשון לציון, ז'בוטינסקי 16",שופרסל,מרכולים 🟣
,"פרדסייה, שד הנשיא 1",שופרסל,מרכולים 🟣
,"אשלים, שד ירושלים 122",שופרסל,מרכולים 🟣
,"בת ים, אורט ישראל 25",שופרסל,מרכולים 🟣
,"תל אביב -יפו, ויצמן 14",שופרסל,מרכולים 🟣
,"הרצל  39, טירת כרמל",הפועלים,כספומטים 🟢
,"שדרות, סמ הפלדה 1",שופרסל,מרכולים 🟣
,"ירושלים, אורוגואי 3",שופרסל,מרכולים 🟣
,"חריש, דרך ארץ 2",שופרסל,מרכולים 🟣
,"רעננה, החרושת 8",שופרסל,מרכולים 🟣
,"יקנעם עילית, שדרות היובל 1",שופרסל,מרכולים 🟣
,"נס ציונה, הפטיש 8",שופרסל,מרכולים 🟣
,"רח' ראשי בנין מוחמד פאוזי  0, טמרה",הפועלים,כספומטים 🟢
,"שד' דואני  46, יבנה",הפועלים,כספומטים 🟢
,"כרמיאל, ההגנה 2",שופרסל,מרכולים 🟣
,"תל אביב -יפו, צה""ל 71",שופרסל,מרכולים 🟣
,"ירושלים, צביה ויצחק 17",שופרסל,מרכולים 🟣
,"נשר, דרך בר יהודה 149",שופרסל,מרכולים 🟣
,"בית שמש, בן איש חי 43",שופרסל,מרכולים 🟣
,"עפולה, פנקס צבי 24",שופרסל,מרכולים 🟣
,"קדימה-צורן, דרך לב השרון 42",שופרסל,מרכולים 🟣
,"נתניה, המלאכה 32",שופרסל,מרכולים 🟣
,"קריית ביאליק, דרך עכו 192",שופרסל דיל,מרכולים 🟣
,"כפר סבא, רוטשילד 65",שופרסל,מרכולים 🟣
,"אשלים, רמז דוד 39",שופרסל,מרכולים 🟣
,"תל אביב -יפו, ברזיל 15",שופרסל,מרכולים 🟣
,"חצור הגלילית, דרך הבנים 1",שופרסל,מרכולים 🟣
,"ראשון לציון, גולדה מאיר 1",שופרסל,מרכולים 🟣
,"ויצמן  9, יהוד-מונוסון",הפועלים,כספומטים 🟢
,"רחוב ראשי (כביש 75)  0, יפיע",הפועלים,כספומטים 🟢
,"שד' רבין  9, יקנעם עילית",הפועלים,כספומטים 🟢
,"קריית אתא, זבולון 14",שופרסל,מרכולים 🟣
,"מודיעין עילית, אבני נזר 46",שופרסל,מרכולים 🟣
,"באר שבע, וולפסון דוד 13",שופרסל,מרכולים 🟣
,"כנפי נשרים  22, ירושלים",הפועלים,כספומטים 🟢
,"מלכי ישראל  32, ירושלים",הפועלים,כספומטים 🟢
,"אשדוד, שבט לוי 12",שופרסל,מרכולים 🟣
,"כיסופים  801, ירושלים",הפועלים,כספומטים 🟢
,"ז'בוטינסקי  168, בני ברק",הפועלים,כספומטים 🟢
,"כרמיאל, מעלה כמון 15",שופרסל,מרכולים 🟣
,"גבעתיים, עמישב 45",שופרסל,מרכולים 🟣
,"מבשרת ציון, השלום 75",שופרסל,מרכולים 🟣
,"מזכרת בתיה, שד בגין מנחם 2",שופרסל,מרכולים 🟣
,"בית שאן, ירושלים הבירה 1",שופרסל,מרכולים 🟣
,"אביזוהר  8, ירושלים",הפועלים,כספומטים 🟢
,"יפו  216, ירושלים",הפועלים,כספומטים 🟢
,"בי""ח וולפסון  1, בת ים",דיסקונט,בנקים 🔵
,"ירושלים, שד דיין משה 106",שופרסל,מרכולים 🟣
,"תל אביב -יפו, בן יהודה 79",שופרסל,מרכולים 🟣
,"רמלה, צופית 40",שופרסל,מרכולים 🟣
,"ביתר עילית, הר""ן 6",שופרסל,מרכולים 🟣
,"קריית מוצקין, שד בן גוריון 84",שופרסל,מרכולים 🟣
,"מגדל העמק, האריזה 2",שופרסל,מרכולים 🟣
,"שד' משה דיין  106, ירושלים",הפועלים,כספומטים 🟢
,"נוף הגליל, מרכז דקל 10",שופרסל,מרכולים 🟣
,"הרצלייה, הבנים 46",שופרסל,מרכולים 🟣
,"מצפה רמון, שד בן גוריון 2",שופרסל,מרכולים 🟣
,"רמת גן, הירדן 90",שופרסל,מרכולים 🟣
,"טירת כרמל, חת נחום 5",שופרסל,מרכולים 🟣
,"בית שאן, העמל 1",קרפור,מרכולים 🟣
,"חיפה, הרצל 97",שוק מהדרין,מרכולים 🟣
,"פתח תקווה, דרך בגין מנחם 96","שוק מהדרין פ""ת",מרכולים 🟣
,"זכרון יעקב, השמורה 1",קרפור,מרכולים 🟣
,"חיפה, שד הנשיא 134",קרפור,מרכולים 🟣
,"חיפה, גולן שמחה 54",שופרסל,מרכולים 🟣
,"עזה  38, ירושלים",הפועלים,כספומטים 🟢
,"מדינת היהודים  89, הרצלייה",דיסקונט,בנקים 🔵
,"חיפה, ברל כצנלסון 67",שופרסל,מרכולים 🟣
,"חיפה, שד הנשיא 124",שופרסל שלי,מרכולים 🟣
,"עכו, שפירא משה חיים 28",שופרסל,מרכולים 🟣
,"אגודת הפועל בנין 2  2, ירושלים",הפועלים,כספומטים 🟢
,"זכרון יעקב, הדגן 2",שופרסל,מרכולים 🟣
,"פארן  13, ירושלים",הפועלים,כספומטים 🟢
,"חיפה, אח""י אילת 18",שופרסל,מרכולים 🟣
,"רכסים, הכלניות 49",יש חסד רכסים,מרכולים 🟣
,"נהרייה, לוחמי הגטאות 36",שופרסל דיל,מרכולים 🟣
,"שדרות, שד בגין מנחם 1",היפר כהן,מרכולים 🟣
,"נתיבות, בעלי מלאכה 8",היפר כהן,מרכולים 🟣
,"קריית גת, דרך הדרום 13",שוק העיר,מרכולים 🟣
,"באר שבע, דרך המשחררים 100",מחסני השוק,מרכולים 🟣
,"נשר, דרך בר יהודה 147",מחסני השוק,מרכולים 🟣
,"באר שבע, רחבת רד""ק 28",מחסני השוק,מרכולים 🟣
,"דימונה, קניון פרץ סנטר 1",מחסני השוק,מרכולים 🟣
,"פתח תקווה, הרב משורר ישעיהו 11",מחסני השוק,מרכולים 🟣
,"תעשיון מיתרים, אזור תעסוקה מיתרים 1",מחסני השוק,מרכולים 🟣
,"להבים, רימון 1",מחסני השוק,מרכולים 🟣
,"אופקים, יהדות דרום אפריקה 14",מחסני השוק,מרכולים 🟣
,"עין יהב, עין יהב 1",מחסני השוק,מרכולים 🟣
,"באר שבע, שד ירושלים 10",מחסני השוק,מרכולים 🟣
,"ההגנה  21, ירושלים",הפועלים,כספומטים 🟢
,"קניון כנעאן  1, ירכא",הפועלים,כספומטים 🟢
,"אינשטיין  139, חיפה",דיסקונט,בנקים 🔵
,"ערד, שמיר 5",מחסני השוק,מרכולים 🟣
,"באר שבע, דידנר מנחם 18",מחסני השוק,מרכולים 🟣
,"שרת  6, כפר יונה",הפועלים,כספומטים 🟢
,"יקנעם עילית, התמר 1",מחסני השוק,מרכולים 🟣
,"נוף הגליל, גלבוע 1",מחסני השוק,מרכולים 🟣
,"רחוב ראשי  0, כפר מנדא",הפועלים,כספומטים 🟢
,"שלומי, דרך אזולאי סנדי 1",מחסני השוק,מרכולים 🟣
,"מיתר, מיתר 1",מחסני השוק,מרכולים 🟣
,"טבריה, יהודה הלוי 113",מחסני השוק,מרכולים 🟣
,"באר שבע, מאפו אברהם 7",מחסני השוק,מרכולים 🟣
,"באר שבע, מבצע עובדה 2",מחסני השוק,מרכולים 🟣
,"אשדוד, דרך בגין מנחם 1",שוק העיר אשדוד סיטי,מרכולים 🟣
,"בקעת נטופה  25, כפר סבא",הפועלים,כספומטים 🟢
,"ממילא  20, ירושלים",דיסקונט,בנקים 🔵
,"חולון, המרכבה 73",שוק העיר חולון,מרכולים 🟣
,"אשלים, אלי כהן 19",שוק העיר,מרכולים 🟣
,"ויצמן  102, כפר סבא",הפועלים,כספומטים 🟢
,"אגודת ספורט הפועל  1, ירושלים",דיסקונט,בנקים 🔵
,"אבשלום, אבשלום 1",סופר אשכול,מרכולים 🟣
,"כרמיאל, היוצרים 15",קינג סטור,מרכולים 🟣
,"טמרה, טמרה 1",קינג סטור,מרכולים 🟣
,"רמלה, שד הרצל 91",קינג סטור,מרכולים 🟣
,"שפרעם, מרכז מסחר-ע עתיקה 1",קינג סטור,מרכולים 🟣
,"יפיע, יפיע 1",קינג סטור,מרכולים 🟣
,"דאלית אל-כרמל, דאלית אל-כרמל 1",קינג סטור,מרכולים 🟣
,"דייר חנא, דייר חנא 1",קינג סטור,מרכולים 🟣
,"תל אביב -יפו, עזה 23",קינג סטור,מרכולים 🟣
,"פוריידיס, פוריידיס 1",קינג סטור,מרכולים 🟣
,"חיפה, לבונה 77",קינג סטור,מרכולים 🟣
,"נוף הגליל, העמל 41",קינג סטור,מרכולים 🟣
,"כפר קרע  0, כפר קרע",הפועלים,כספומטים 🟢
,"מרכז מסחרי  0, כפר תבור",הפועלים,כספומטים 🟢
,"הגליל  6, כרמיאל",הפועלים,כספומטים 🟢
,"בסמת טבעון, דרך יצחק רבין 1",קינג סטור,מרכולים 🟣
,"נוף הגליל, נצרת עילית 1",קינג סטור,מרכולים 🟣
,"מפעלי צמח, צמח - מפעלי עמק הירדן 1",ויקטורי,מרכולים 🟣
,"בית שאן, אביטן יהושע 1",ויקטורי,מרכולים 🟣
,"בני ברק, הרב כהנמן 107",שפע ברכת השם,מרכולים 🟣
,"בני ברק, השלושה 35",שפע ברכת השם,מרכולים 🟣
,"אופקים, ז'בוטינסקי 60",שפע ברכת השם,מרכולים 🟣
,"מודיעין עילית, רמ""א 17",נתיב החסד,מרכולים 🟣
,"בני ברק, נויפלד 15",נתיב החסד,מרכולים 🟣
,"קריית מלאכי, שדרות רוטשילד 18",נתיב החסד,מרכולים 🟣
,"אור הגנוז, אור הגנוז 1",נתיב החסד,מרכולים 🟣
,"נתב""ג, ת""ד 101  0, לוד",הפועלים,כספומטים 🟢
,"סמילנסקי  6, נתניה",דיסקונט,בנקים 🔵
,"מודיעין עילית, מסילת יוסף 34",נתיב החסד,מרכולים 🟣
,"ירושלים, בן אליעזר אריה 47",נתיב החסד,מרכולים 🟣
,"מודיעין עילית, הרמב""ם 14",נתיב החסד,מרכולים 🟣
,"אלעד, רבי פנחס בן יאיר 24",נתיב החסד,מרכולים 🟣
,"טרמינל  3, לוד",הפועלים,כספומטים 🟢
,"מרכז מסחרי חדש ""נוף גולן""  0, בני יהודה",הפועלים,כספומטים 🟢
,"מעלה אדומים, איתם 1",רמי לוי,מרכולים 🟣
,"אשדוד, היהלומים 9",רמי לוי,מרכולים 🟣
,"באר טוביה, באר טוביה 1",רמי לוי,מרכולים 🟣
,"בני ברק, מבצע קדש 27",רמי לוי,מרכולים 🟣
,"כרמיאל, היוצרים 7",רמי לוי,מרכולים 🟣
,"טבריה, המברג 1",רמי לוי,מרכולים 🟣
,"באר שבע, המשק 1",רמי לוי,מרכולים 🟣
,"נשר, דרך בר יהודה 111",רמי לוי,מרכולים 🟣
,"ביתר עילית, החוזה מלובלין 2",רמי לוי,מרכולים 🟣
,"פתח תקווה, הסיבים 37",רמי לוי,מרכולים 🟣
,"קריית שמונה, אזור תעשיה צפון 1",רמי לוי,מרכולים 🟣
,"נתיבות, פארק תעשייה 1",רמי לוי,מרכולים 🟣
,"ראשון לציון, ילדי טהרן 5",רמי לוי,מרכולים 🟣
,"כביש טבריה מג'אר  0, מגאר",הפועלים,כספומטים 🟢
,"דרך העמק  7, מגדל העמק",הפועלים,כספומטים 🟢
,"דם המכבים  38, מודיעין-מכבים-רעות",הפועלים,כספומטים 🟢
,"דרך עכו  194, קריית ביאליק",דיסקונט,בנקים 🔵
,"קריית גת, דרך הדרום 3",רמי לוי,מרכולים 🟣
,"שילת, פארק תעשיות ומסחר 1",רמי לוי,מרכולים 🟣
,"מבשרת ציון, שד החוצבים 2",רמי לוי,מרכולים 🟣
,"בית שמש, נהר הירקון 38",רמי לוי,מרכולים 🟣
,"בית הגדי, בית הגדי 1",רמי לוי,מרכולים 🟣
,"חולון, הפלד 7",רמי לוי,מרכולים 🟣
,"בית שמש, אלון יגאל 1",רמי לוי,מרכולים 🟣
,"ראש העין, זית 17",רמי לוי,מרכולים 🟣
,"אילת, הזגג 11",רמי לוי,מרכולים 🟣
,"שלמה שרירא  קניון צים  3, מעלות-תרשיחא",הפועלים,כספומטים 🟢
,"ירושלים, כנפי נשרים 26",רמי לוי,מרכולים 🟣
,"רמלה, שד הרצל 91",רמי לוי,מרכולים 🟣
,"שד' בן גוריון  1, מצפה רמון",הפועלים,כספומטים 🟢
,"שד' הגעתון  37, נהרייה",הפועלים,כספומטים 🟢
,"דיסקונט  1, ראשון לציון",דיסקונט,בנקים 🔵
,"בני ברק, מבצע קדש 68",רמי לוי,מרכולים 🟣
,"פרדס חנה-כרכור, תדהר 1",רמי לוי,מרכולים 🟣
,"שדרות, משעול הל""ה 4",רמי לוי,מרכולים 🟣
,"באר שבע, הע""ל 38",רמי לוי,מרכולים 🟣
,"נהרייה, היוצרים 2",רמי לוי,מרכולים 🟣
