qt_p9hh25phtd,qt_xs4phvphtd,qt_ys4phvphtd,qt_h8phm6rhtd,qt_oldnq6rhtd
02-5480888  tel:025480888,"ביתר עילית, אלעזר המודעי 1, ישראל",לאומית ביתר עילית,מרפאות,2
02-5468622  tel:025468622,"אל מוקדסי 57, ירושלים, ישראל",עיריית ירושלים א-טור,טיפות חלב,5
02-5468614  tel:025468614,"מרכז רפואי, ירושלים, ישראל",עיריית ירושלים שיח ג'ראח,טיפות חלב,5
02-5468510  tel:025468510,"הרובע היהודי, ירושלים, ישראל",עיריית ירושלים הרובע היהודי,טיפות חלב,5
02-5468415  tel:025468415,"חבקוק 6, ירושלים, ישראל",עיריית ירושלים מעלה,טיפות חלב,5
02-5468252  tel:025468252,"הרפוב הדומיניקנית 4, ירושלים, ישראל",עיריית ירושלים עיר גנים,טיפות חלב,5
02-5468033  tel:025468033,"שג'רת אל דור 10, ירושלים, ישראל",עיריית ירושלים בית חנינה,טיפות חלב,5
02-5468026  tel:025468026,"האדמו""ר מלובביץ 47, ירושלים, ישראל",עיריית ירושלים רמת שלמה,טיפות חלב,5
02-5457980  tel:025457980,"בני ברית 22, ירושלים, ישראל",עיריית ירושלים בני ברית,טיפות חלב,5
02-5457920  tel:025457920,"נטר 42, ירושלים, ישראל",עיריית ירושלים מעלות דפנה,טיפות חלב,5
02-5457796  tel:025457796,"התומר 4, ירושלים, ישראל",עיריית ירושלים בית הכרם,טיפות חלב,5
02-5457794  tel:025457794,"יהודה 26, ירושלים, ישראל",עיריית ירושלים בקעה,טיפות חלב,5
02-5457780  tel:025457780,"עמרם גאון 7, ירושלים, ישראל",עיריית ירושלים גבעת שאול,טיפות חלב,5
02-5457390  tel:025457390,"זכרון יעקב 6, ירושלים, ישראל",עיריית ירושלים רוממה,טיפות חלב,5
02-5457386  tel:025457386,"הפסגה 42, ירושלים, ישראל",עיריית ירושלים בית וגן,טיפות חלב,5
02-5457378  tel:025457378,"גולדברג לאה 3, ירושלים, ישראל",עיריית ירושלים נוה יעקב,טיפות חלב,5
02-5457369  tel:025457369,"ברל לוקר 17, ירושלים, ישראל",עיריית ירושלים שכונת  פת,טיפות חלב,5
02-5456698  tel:025456698,"המור 3, ירושלים, ישראל",עיריית ירושלים גילה  א',טיפות חלב,5
02-5456681  tel:025456681,"אליעזר הגדול 4, ירושלים, ישראל",עיריית ירושלים גוננים,טיפות חלב,5
02-5456677  tel:025456677,"שח""ל 83, ירושלים, ישראל",עיריית ירושלים גבעת מרדכי,טיפות חלב,5
02-5456427  tel:025456427,"סנהדריה מורחבת 102, ירושלים, ישראל",עיריית ירושלים סנהדריה,טיפות חלב,5
02-5456384  tel:025456384,"צפת 23, ירושלים, ישראל",עיריית ירושלים צפת,טיפות חלב,5
02-5456262  tel:025456262,"ירושלים, ירושלים, ישראל",עיריית ירושלים רמת אשכול,טיפות חלב,5
02-5456243  tel:025456243,"אגסי שמעון 10, ירושלים, ישראל",עיריית ירושלים הר נוף,טיפות חלב,5
02-5453741  tel:025453741,"סורוצקין 40, ירושלים, ישראל",עיריית ירושלים קרית הילד,טיפות חלב,5
02-5437200  tel:025437200,"הכיסופים  17, ירושלים, ישראל",הבינלאומי פאגי שלוחת רמות,בנקים,6
02-5412111  tel:025412111,"מעלה אדומים, דרך הקדם 5, ישראל",מאוחדת מעלה אדומים,מרפאות,2
02-5360400  tel:025360400,"האיילות 2, גבעת זאב, ישראל",כללית גבעת זאב גן האיילות,טיפות חלב,5
02-5360336  tel:025360336,"המכבים 48, גבעת זאב, ישראל",מאוחדת גבעת זאב מאוחדת,טיפות חלב,5
02-5359111  tel:025359111,"מעלה אדומים,  0, ישראל",כללית מרכז רפואי יהלום - מעלה אדומים,מרפאות,2
02-5355069  tel:025355069,"מעלה אדומים, הקרן 1, ישראל",לאומית מעלה אדומים,מרפאות,2
02-5344424  tel:025344424,"השלום 57, מבשרת ציון, ישראל",משרד הבריאות השלום מבשרת ציון,טיפות חלב,5
02-5342763  tel:025342763,"הפול 6, אבו גוש, ישראל",משרד הבריאות אבו גוש,טיפות חלב,5
02-5341815  tel:025341815,"הרי""ף 7, קריית יערים, ישראל",משרד הבריאות טלזסטון,טיפות חלב,5
02-5332435  tel:025332435,"ככר המסגד, עין נקובא, ישראל",משרד הבריאות עין נקובא,טיפות חלב,5
02-5331870  tel:025331870,"מבשרת ציון,  0, ישראל",כללית הצור  - מבשרת ציון,מרפאות,2
02-5331777  tel:025331777,"מבשרת ציון, חרמון 2, ישראל",מאוחדת מבשרת ציון,מרפאות,2
02-5327768  tel:025327768,"דרך שועפאט 50, ירושלים, ישראל",עיריית ירושלים שועפט,טיפות חלב,5
02-5320733  tel:025320733,"ההגנה  21, ירושלים, ישראל",הפועלים הגבעה הצרפתית,בנקים,6
02-5315200  tel:025315200,"הגן הטכנולוגי, בניין 2, קומה 10  2, ירושלים, ישראל",הפועלים מרכז עסקים ירושלים,בנקים,6
02-5311519  tel:025311519,"מלכי ישראל  32, ירושלים, ישראל",הפועלים מאה שערים,בנקים,6
02-5016815  tel:025016815,"ת. דואר 12000 קרית הדסה  0, ירושלים, ישראל",יהב שלוחה בהדסה,בנקים,6
02-5016813  tel:025016813,"כיכר פ""ז  3, קריית גת, ישראל",יהב קריית גת,בנקים,6
02-5011200  tel:025011200,"עמוס  12, ירושלים, ישראל",הבינלאומי פאגי ירושלים,בנקים,6
02-5009911  tel:025009911,"כנפי נשרים  62, ירושלים, ישראל",יהב כנפי נשרים,בנקים,6
02-5009911  tel:025009911,"הלל וחנן אופנהיימר  2, רחובות, ישראל",יהב סניף רחובות,בנקים,6
02-5009911  tel:025009911,"שד' בן גוריון  13, אשלים, ישראל",יהב אשקלון,בנקים,6
02-5009911  tel:025009911,"רבין  1, פתח תקווה, ישראל",יהב פתח תקווה,בנקים,6
02-5009911  tel:025009911,"דרך השלום  1, חדרה, ישראל",יהב הלל יפה חדרה,בנקים,6
02-5009911  tel:025009911,"ישראל גלילי  3, ראשון לציון, ישראל",יהב ראשון לציון,בנקים,6
02-5009911  tel:025009911,"שארית ישראל  35, תל אביב -יפו, ישראל",יהב רוטשילד,בנקים,6
02-5009911  tel:025009911,"מאיר דיזינגוף  1, באר יעקב, ישראל",יהב באר יעקב,בנקים,6
02-5009911  tel:025009911,"יגאל אלון  3, בית שמש, ישראל",יהב בית שמש,בנקים,6
02-5009911  tel:025009911,"בלפור  72, בת ים, ישראל",יהב בת ים,בנקים,6
02-5009911  tel:025009911,"הלל  14, ירושלים, ישראל",יהב ראשי ירושלים,בנקים,6
02-5009911  tel:025009911,"צבי תדמור  12, חולון, ישראל",יהב חולון,בנקים,6
02-5009911  tel:025009911,"רח' העליה השנייה  8, חיפה, ישראל","יהב רמב""ם",בנקים,6
02-5009911  tel:025009911,"יהודה הלוי  4, טבריה, ישראל",יהב סניף טבריה,בנקים,6
02-5009911  tel:025009911,"אגודת הספורט בית""ר  1, ירושלים, ישראל",יהב מלחה ירושלים,בנקים,6
02-5009911  tel:025009911,"נתנזון  22, חיפה, ישראל",יהב חיפה,בנקים,6
02-5009911  tel:025009911,"הלוחמים  62, חולון, ישראל",יהב סניפון וולפסון- חולון,בנקים,6
02-5009911  tel:025009911,"שד' מוריה  44, חיפה, ישראל",יהב כרמל,בנקים,6
02-5009911  tel:025009911,"הנשיא  ויצמן  21, חדרה, ישראל",יהב חדרה,בנקים,6
02-5009911  tel:025009911,"שד' יצחק רבין  10, ירושלים, ישראל",יהב משכנות האומה,בנקים,6
02-5009911  tel:025009911,"שד' משה דיין  166, ירושלים, ישראל",יהב פסגת זאב,בנקים,6
02-5009911  tel:025009911,"ברל כצנלסון  2, כפר סבא, ישראל",יהב כפר סבא,בנקים,6
02-5009911  tel:025009911,"שדרות שז""ר  33, באר שבע, ישראל",יהב באר שבע,בנקים,6
02-5009911  tel:025009911,"ויצמן  14, תל אביב -יפו, ישראל",יהב איכלוב,בנקים,6
02-5009911  tel:025009911,"הארבעה  19, תל אביב -יפו, ישראל",יהב הקריה  תל אביב,בנקים,6
02-5009911  tel:025009911,"דרך מצדה  6, באר שבע, ישראל",יהב מרכז הנגב,בנקים,6
02-5009911  tel:025009911,"צומת גלילות  1, רמת השרון, ישראל",יהב גלילות,בנקים,6
02-5009911  tel:025009911,"ביה""ח שיבא  9, רמת גן, ישראל",יהב תל השומר,בנקים,6
02-5009911  tel:025009911,"דרך בן גוריון  10, רמת גן, ישראל",יהב רמת גן,בנקים,6
02-5009911  tel:025009911,"הרצל  52, ראשון לציון, ישראל",יהב לב ראשון,בנקים,6
02-5009911  tel:025009911,"משה גושן  18, קריית ביאליק, ישראל",יהב קריית ביאליק,בנקים,6
02-5009911  tel:025009911,"יהשוע חנקין  14, עפולה, ישראל",יהב עפולה,בנקים,6
02-5009911  tel:025009911,"ירמיהו  80, ירושלים, ישראל",יהב בית יהב,בנקים,6
02-5009911  tel:025009911,"הרצל  64, נהרייה, ישראל",יהב נהרייה,בנקים,6
02-5009911  tel:025009911,"הבנים  1, אשדוד, ישראל",יהב אשדוד,בנקים,6
02-5009911  tel:025009911,"דרך קדם  5, מעלה אדומים, ישראל",יהב מעלה אדומים,בנקים,6
02-5009911  tel:025009911,"הגלבוע  1, נוף הגליל, ישראל",יהב נוף הגליל,בנקים,6
02-5009911  tel:025009911,"ביה""ח אסף הרופא  1, באר יעקב, ישראל",יהב אסף הרופא,בנקים,6
02-5009911  tel:025009911,"מעלה כמון  5, כרמיאל, ישראל",יהב כרמיאל,בנקים,6
02-5009911  tel:025009911,"הערבה  7, אילת, ישראל",יהב אילת,בנקים,6
02-5009911  tel:025009911,"דם המכבים  28, מודיעין-מכבים-רעות, ישראל",יהב מודיעין,בנקים,6
02-5009911  tel:025009911,"הרצל  60, נתניה, ישראל",יהב נתניה,בנקים,6
02-5005245  tel:025005245,"יפו  216, ירושלים, ישראל",הפועלים שערי העיר,בנקים,6
02-29917587  tel:0229917587,"בית שמש, דרך רבין יצחק 2, ישראל",מכבי מר.רפואי בית שמש-מנהלת,מרפאות,2
02-26238238  tel:0226238238,"ירושלים, אגריפס 40, ישראל",מכבי מר.רפואי רוטר-מנהלת,מרפאות,2
02-25940444  tel:0225940444,"ירושלים, תורן חיים 45, ישראל",מכבי מר.רפואי פסגת זאב-מנהלת,מרפאות,2
02-25060500  tel:0225060500,"בית שמש, יחזקאל הנביא 22, ישראל",מכבי מרכז רפואי יחזקאל הנביא בית שמש,מרפאות,2
*5727  tel:5727,"אגרון  30, ירושלים, ישראל",ירושלים סניף מרכזי,בנקים,6
*5400  tel:5400,"נחל לכיש 32, בית שמש, ישראל",משרד הבריאות לכיש/עדן,טיפות חלב,5
*5400  tel:5400,"הרב משורר ישעיהו 8, פתח תקווה, ישראל",משרד הבריאות הדר גנים - המשורר,טיפות חלב,5
*5400  tel:5400,"השלוח 35, חיפה, ישראל",משרד הבריאות שילוח,טיפות חלב,5
*5400  tel:5400,"שמאי 5, אשדוד, ישראל",משרד הבריאות אשדוד ז',טיפות חלב,5
*5400  tel:5400,"יהודה 6, באר יעקב, ישראל",משרד הבריאות באר יעקב,טיפות חלב,5
*5400  tel:5400,"כנרת 29, אשדוד, ישראל",משרד הבריאות אשדוד יא',טיפות חלב,5
*5400  tel:5400,"הצפצפה 2, מעלה אדומים, ישראל",משרד הבריאות צמח השדה,טיפות חלב,5
*3555  tel:3555,"נחל הצבי 120, מגדל העמק, ישראל",מכבי מגדל העמק-מכבי,טיפות חלב,5
*3450  tel:3450,"שדרות החוצבים 6 מבשרת ציון, ישראל",לשכת רשות האוכלוסין וההגירה מבשרת ציון,לשכת רשות האוכלוסין ,8
*3450  tel:3450,"דרך שלמה (סלמה) 53 תל אביב-יפו, ישראל",לשכת רשות האוכלוסין וההגירה תל אביב יפו,לשכת רשות האוכלוסין ,8
*3450  tel:3450,"הרצל 91 רמלה, ישראל",לשכת רשות האוכלוסין וההגירה רמלה,לשכת רשות האוכלוסין ,8
