qt_1ipv7riftd,qt_fl5xf47dtd,qt_mjj7cc8dtd,Lego_Geocoding_LatLong
"ירושלים, נור אל-דין  8, ירושלים, ישראל",כספומטים,הפועלים מזרח ירושלים,"31.776883,35.222435"
"ירושלים, משה דיין  107, ירושלים, ישראל",כספומטים,ירושלים ירושלים ראשי,"31.828214,35.240606"
"ירושלים, מרכז רפואי, ירושלים, ישראל",טיפות חלב,טיפות חלב שיח ג'ראח,"31.776883,35.222435"
"ירושלים, מעלות כיסופים 801 ירושלים, ישראל",סניפי דואר,דואר ישראל רמות,"31.779372,35.215213"
"ירושלים, ממילא  20, ירושלים, ישראל",בנקים,דיסקונט מרכז השקעות ירושלים והדרום,"31.778229,35.222996"
"ירושלים, ממילא  20, ירושלים, ישראל",בנקים,דיסקונט המרכז לבנקאות פרטית ירושלים,"31.778229,35.222996"
"ירושלים, מלכי ישראל  32, ירושלים, ישראל",בנקים,הפועלים מאה שערים,"31.789931,35.213438"
"ירושלים, מלכי ישראל  32, ירושלים, ישראל",כספומטים,הפועלים מאה שערים,"31.789931,35.213438"
"ירושלים, מלכי ישראל  30, ירושלים, ישראל",כספומטים,לאומי גאולה,"31.789579,35.214909"
"ירושלים, מלכי ישראל  30, ירושלים, ישראל",בנקים,לאומי גאולה,"31.789579,35.214909"
"ירושלים, מלכי ישראל  16, ירושלים, ישראל",כספומטים,מזרחי מלכי ישראל,"31.789032,35.216532"
"ירושלים, מלכי ישראל  16, ירושלים, ישראל",בנקים,מזרחי מלכי ישראל,"31.789032,35.216532"
"ירושלים, כנפי נשרים  7, ירושלים, ישראל",בנקים,מזרחי כנפי נשרים,"31.787326,35.187672"
"ירושלים, כנפי נשרים  7, ירושלים, ישראל",כספומטים,מזרחי כנפי נשרים,"31.787326,35.187672"
"ירושלים, כנפי נשרים  62, ירושלים, ישראל",כספומטים,יהב כנפי נשרים,"31.787902,35.182974"
"ירושלים, כנפי נשרים  62, ירושלים, ישראל",בנקים,יהב כנפי נשרים,"31.787902,35.182974"
"ירושלים, כנפי נשרים  35, ירושלים, ישראל",כספומטים,לאומי עסקים גבעת שאול,"31.787105,35.18136"
"ירושלים, כנפי נשרים  35, ירושלים, ישראל",בנקים,לאומי עסקים גבעת שאול,"31.787105,35.18136"
"ירושלים, כנפי נשרים  24, ירושלים, ישראל",כספומטים,מרכנתיל כנפי נשרים,"31.787901,35.187442"
"ירושלים, כנפי נשרים  24, ירושלים, ישראל",בנקים,מרכנתיל כנפי נשרים,"31.787901,35.187442"
"ירושלים, כנפי נשרים  22, ירושלים, ישראל",כספומטים,הפועלים גבעת שאול,"31.788,35.189116"
"ירושלים, כנפי נשרים  22, ירושלים, ישראל",בנקים,הפועלים גבעת שאול,"31.788,35.189116"
"ירושלים, כנפי נשרים  2, ירושלים, ישראל",כספומטים,הבינלאומי קרית משה,"31.787827,35.193133"
"ירושלים, כנפי נשרים  2, ירושלים, ישראל",בנקים,הבינלאומי קרית משה,"31.787827,35.193133"
"ירושלים, כנפי נשרים  2, ירושלים, ישראל",בנקים,הבינלאומי פאגי כנפי נשרים,"31.787827,35.193133"
"ירושלים, כנפי נשרים  2, ירושלים, ישראל",כספומטים,הבינלאומי פאגי כנפי נשרים,"31.787827,35.193133"
"ירושלים, כיסופים  801, ירושלים, ישראל",בנקים,הפועלים רמות,"31.776883,35.222435"
"ירושלים, כיסופים  801, ירושלים, ישראל",כספומטים,הפועלים רמות,"31.776883,35.222435"
"ירושלים, כביש רמלה אל קודס, ירושלים, ישראל",טיפות חלב,טיפות חלב אלחנאן,"31.776883,35.222435"
"ירושלים, ירמיהו  80, ירושלים, ישראל",כספומטים,יהב בית יהב,"31.790604,35.200335"
"ירושלים, ירמיהו  80, ירושלים, ישראל",בנקים,יהב בית יהב,"31.790604,35.200335"
"ירושלים, ירמיהו  48, ירושלים, ישראל",כספומטים,מרכנתיל רוממה,"31.792437,35.205928"
"ירושלים, ירמיהו  43, ירושלים, ישראל",כספומטים,מזרחי מסלקה,"31.789666,35.200593"
"ירושלים, ירושלים, תורן חיים 45, ישראל",מרפאות,מכבי מר.רפואי פסגת זאב-מנהלת,"31.81984,35.244711"
"ירושלים, ירושלים, שמגר 16, ישראל",מרכולים,אושר עד שמגר,"31.794748,35.208407"
"ירושלים, ירושלים, שח""ל 79, ישראל",מרכולים,שופרסל שופרסל דיל בייט,"31.766199,35.19404"
"ירושלים, ירושלים, שד דיין משה 106, ישראל",מרכולים,שופרסל שופרסל דיל פסגת זאב,"31.824162,35.237204"
"ירושלים, ירושלים, שד גולדה מאיר 255, ישראל",מרכולים,שוק העיר סניף רמות,"31.817773,35.194409"
"ירושלים, ירושלים, קלרמון גאנו 5, ישראל",מרפאות,כללית שייח ג'ראח א - ירושלים,"31.795866,35.233041"
"ירושלים, ירושלים, קלרמון גאנו 5, ישראל",מרפאות,כללית שייח ג'ראח ב - ירושלים,"31.795866,35.233041"
"ירושלים, ירושלים, צור באחר , ישראל",מרפאות,לאומית צור באחר,"31.73865,35.232517"
"ירושלים, ירושלים, צביה ויצחק 800, ישראל",מרפאות,מאוחדת ירושלים-צביה ויצחק,"31.730318,35.188118"
"ירושלים, ירושלים, צביה ויצחק 17, ישראל",מרכולים,שופרסל דיל ירושלים גילה,"31.731575,35.18741"
"ירושלים, ירושלים, פארן 7, ישראל",מרכולים,שופרסל יש בשכונה רמת אשכול,"31.800863,35.22774"
"ירושלים, ירושלים, פארן 12, ישראל",מרפאות,כללית רמת אשכול - רפואת משפחה וילדים - ירושלים,"31.801218,35.226223"
"ירושלים, ירושלים, נג'ארה 2, ישראל",מרכולים,שופרסל יש חסד גבעת שאול,"31.791777,35.191815"
"ירושלים, ירושלים, מסילת ישרים 14, ישראל",מרפאות,לאומית מסילת ישרים,"31.781748,35.214842"
"ירושלים, ירושלים, כנפי נשרים 26, ישראל",מרכולים,רמי לוי כנפי נשרים,"31.788287,35.185029"
"ירושלים, ירושלים, ירושלים, ישראל",טיפות חלב,טיפות חלב רמת אשכול,"31.776883,35.222435"
"ירושלים, ירושלים, ינובסקי דניאל 4, ישראל",מרכולים,קרפור אלנבי תלפיות ירושלים,"31.755375,35.224071"
"ירושלים, ירושלים, יד חרוצים 18, ישראל",מרכולים,רמי לוי יד חרוצים,"31.751051,35.215372"
"ירושלים, ירושלים, זנגויל 1, ישראל",מרכולים,שופרסל יש חסד בית וגן,"31.776883,35.222435"
"ירושלים, ירושלים, הרכבים 26, ישראל",מרכולים,אושר עד תלפיות,"31.747861,35.209437"
"ירושלים, ירושלים, הרב זווין 6, ישראל",מרפאות,לאומית נווה יעקב,"31.840732,35.248187"
"ירושלים, ירושלים, הפרסה 3, ישראל",מרכולים,רמי לוי הפרסה תלפיות,"31.75098,35.209782"
"ירושלים, ירושלים, הסיירת הירושלמית 11, ישראל",מרפאות,כללית פסגת זאב - ירושלים,"31.829214,35.244605"
"ירושלים, ירושלים, המור 1, ישראל",מרפאות,כללית גילה - ירושלים,"31.734495,35.200058"
"ירושלים, ירושלים, הטורים 4, ישראל",מרפאות,מאוחדת ירושלים-הטורים,"31.787038,35.210286"
"ירושלים, ירושלים, האומן 17, ישראל",מרכולים,שופרסל דיל תלפיות,"31.750721,35.208619"
"ירושלים, ירושלים, האומן 15, ישראל",מרכולים,רמי לוי האומן תלפיות,"31.7498,35.20948"
"ירושלים, ירושלים, האומן 10, ישראל",מרכולים,יוחננוף יוחננוף תלפיות,"31.748876,35.211105"
"ירושלים, ירושלים, דרך רמאללה 1, ישראל",מרכולים,רמי לוי רמי לוי עטרות,"31.841622,35.230055"
"ירושלים, ירושלים, ג'סר א נוצף 2, ישראל",מרפאות,כללית בית חנינא - ירושלים,"31.340663,35.101093"
"ירושלים, ירושלים, ברכת אברהם 22, ישראל",מרכולים,שופרסל יש חסד רמת שלמה,"31.811726,35.217377"
"ירושלים, ירושלים, ברכת אברהם 10, ישראל",מרפאות,לאומית רמת שלמה,"31.812004,35.217337"
"ירושלים, ירושלים, בן אליעזר אריה 47, ישראל",מרכולים,נתיב החסד בר כל  טוב גילה,"32.174253,34.807391"
"ירושלים, ירושלים, בית הדפוס 29, ישראל",מרכולים,אושר עד בית הדפוס,"31.785142,35.182933"
"ירושלים, ירושלים, אורוגואי 3, ישראל",מרכולים,שופרסל שלי ירושלים יובל,"31.760497,35.176613"
"ירושלים, ירושלים, אגריפס 40, ישראל",מרפאות,מכבי מר.רפואי רוטר-מנהלת,"31.78359,35.214792"
"ירושלים, ירושלים, אגודת ספורט בית""ר 1, ישראל",מרכולים,ויקטורי מלחה,"31.751541,35.187195"
"ירושלים, ירושלים, אביזוהר 2, ישראל",מרכולים,קרפור בית הכרם,"31.775982,35.189065"
"ירושלים, יפו  64, ירושלים, ישראל",כספומטים,מרכנתיל ירושלים ראשי,"31.783901,35.217087"
"ירושלים, יפו  216, ירושלים, ישראל",כספומטים,הפועלים שערי העיר,"31.789137,35.205269"
"ירושלים, יפו  216, ירושלים, ישראל",בנקים,הפועלים שערי העיר,"31.789137,35.205269"
"ירושלים, יפו  208, ירושלים, ישראל",בנקים,לאומי מרכז שירות ירושלים,"31.788025,35.207044"
"ירושלים, יפו  208, ירושלים, ישראל",כספומטים,מזרחי מסלקה,"31.788025,35.207044"
"ירושלים, יפו  208, ירושלים, ישראל",כספומטים,לאומי מרכז שירות ירושלים,"31.788025,35.207044"
"ירושלים, יפו  206, ירושלים, ישראל",בנקים,לאומי שער העיר,"31.78791,35.207317"
"ירושלים, יפו  113, ירושלים, ישראל",כספומטים,ירושלים ירושלים ראשי,"31.785593,35.213092"
"ירושלים, יפו  103, ירושלים, ישראל",כספומטים,דיסקונט מרכז ירושלים,"31.784982,35.214351"
"ירושלים, יפו  103, ירושלים, ישראל",בנקים,דיסקונט מרכז ירושלים,"31.784982,35.214351"
"ירושלים, יעקב פת פינת הרב הרצוג  1, ירושלים, ישראל",כספומטים,ירושלים ירושלים ראשי,"31.757691,35.198316"
"ירושלים, יחזקאל  11, ירושלים, ישראל",כספומטים,דיסקונט גאולה,"31.789524,35.21823"
"ירושלים, יהודה 26, ירושלים, ישראל",טיפות חלב,טיפות חלב בקעה,"31.757718,35.217996"
"ירושלים, יד חרוצים 18 ירושלים, ישראל",סניפי דואר,דואר ישראל קניון האחים ישראל,"31.751051,35.215372"
"ירושלים, יד חרוצים  19, ירושלים, ישראל",בנקים,מזרחי תלפיות,"31.750904,35.216213"
"ירושלים, יד חרוצים  19, ירושלים, ישראל",כספומטים,מזרחי תלפיות,"31.750904,35.216213"
"ירושלים, יד חרוצים  19, ירושלים, ישראל",בנקים,יהב תלפיות,"31.750904,35.216213"
"ירושלים, יד חרוצים  10, ירושלים, ישראל",כספומטים,הבינלאומי ירושלים ראשי,"31.753933,35.216871"
"ירושלים, טשרניחובסקי 42 ירושלים, ישראל",סניפי דואר,דואר ישראל רסקו,"31.765465,35.206031"
"ירושלים, חגי  21, ירושלים, ישראל",כספומטים,מרכנתיל גאולה,"31.789148,35.217669"
"ירושלים, חבקוק 6, ירושלים, ישראל",טיפות חלב,טיפות חלב מעלה,"31.788302,35.220759"
"ירושלים, זכרון יעקב 6, ירושלים, ישראל",טיפות חלב,טיפות חלב רוממה,"31.795639,35.20027"
"ירושלים, זוננפלד  3, ירושלים, ישראל",כספומטים,ירושלים גאולה-רוממה,"31.787527,35.223261"
"ירושלים, ורדינון  14, ירושלים, ישראל",כספומטים,ירושלים ירושלים ראשי,"31.735606,35.197651"
"ירושלים, ויס יעקב 4, ירושלים, ישראל",טיפות חלב,טיפות חלב תלפיות מזרח,"31.750055,35.238733"
"ירושלים, וולטה העלית 3 ירושלים, ישראל",סניפי דואר,דואר ישראל קרית יובל,"31.759237,35.177213"
"ירושלים, התומר 4, ירושלים, ישראל",טיפות חלב,טיפות חלב בית הכרם,"31.779731,35.186196"
"ירושלים, הרפוב הדומיניקנית 4, ירושלים, ישראל",טיפות חלב,טיפות חלב עיר גנים,"31.776883,35.222435"
"ירושלים, הרובע המוסלמי, העיר העתיקה, ירושלים, ישראל",טיפות חלב,טיפות חלב הסהר האדום - עקבת אל חלידיה,"31.775506,35.231878"
